Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report
MD02381,X-Ray Machine,7/25/2023,2,MedEquip,Model-150,Canada,10832.46622,18.88268122,4,2,3,Component firmware update after detecting abnormal sound; functionality restored. data loss critical failure
MD00170,MRI Scanner,9/21/2020,5,UltraMed,Model-300,France,6100.139622,4.490594658,1,3,2,Routine check completed; circuit failure observed during diagnostics. moderate delay average severity report
MD02953,PET Scanner,9/7/2022,3,MedEquip,Model-600,USA,15053.05965,13.0763157,5,1,2,System performance degraded due to voltage spike; mitigation via inspection. moderate delay driver update applied
MD02603,Infusion Pump,8/22/2017,8,MedEquip,Model-450,UK,-108.7349541,20.16454876,1,1,3,Component component upgrade after detecting overheating; functionality restored. data loss system crash
MD02155,PET Scanner,6/25/2018,7,UltraMed,Model-550,USA,10443.78852,22.22599053,3,2,3,sensor misalignment caused operational delay; recalibration initiated. reboot failed sensor replacement
MD04897,PET Scanner,11/21/2019,6,ImagingTech,Model-300,UK,6296.402996,5.055285609,5,1,2,Routine check completed; data lag observed during diagnostics. moderate delay device required inspection
MD04881,X-Ray Machine,7/25/2017,8,ImagingTech,Model-350,France,11739.45803,12.25517658,1,2,2,System performance degraded due to data lag; mitigation via inspection. component issue driver update applied
MD01273,X-Ray Machine,10/15/2016,9,ScanPro,Model-450,UK,4499.852624,2.090455858,1,3,1,System performance degraded due to voltage spike; mitigation via firmware update. minor issue system check passed
MD05453,MRI Scanner,1/20/2021,4,CardioSync,Model-100,UK,3176.207514,10.31986008,4,2,2,Component firmware update after detecting overheating; functionality restored. moderate delay performance warning
MD02830,MRI Scanner,7/24/2017,8,RescueTech,Model-200,Japan,8819.728923,4.184296816,1,2,1,Component firmware update after detecting overheating; functionality restored. software reset system check passed
MD02468,PET Scanner,5/9/2019,6,UltraMed,Model-200,Italy,11430.32661,5.459027447,3,2,3,Routine check completed; sensor misalignment observed during diagnostics. data loss emergency shutdown
MD05325,Infusion Pump,6/18/2015,10,CardioSync,Model-600,Italy,759.6859399,8.949959261,5,5,1,battery wear caused operational delay; software patch initiated. quick fix minor issue
MD04951,X-Ray Machine,6/10/2015,10,ScanPro,Model-200,Canada,5763.264857,3.168937395,5,1,1,battery wear caused operational delay; replacement initiated. log cleaned minor issue
MD02881,PET Scanner,2/7/2016,9,MedEquip,Model-300,Italy,12627.81307,3.556649655,2,2,1,battery wear caused operational delay; firmware update initiated. quick fix quick fix
MD02798,Defibrillator,12/9/2014,11,UltraMed,Model-400,France,12326.09681,9.885404909,2,2,3,Routine check completed; circuit failure observed during diagnostics. data loss critical malfunction
MD04968,X-Ray Machine,8/7/2019,6,ImagingTech,Model-450,Italy,20069.08817,26.38962537,5,1,3,Routine check completed; overheating observed during diagnostics. critical failure urgent inspection needed
MD05370,MRI Scanner,5/28/2014,11,ImagingTech,Model-400,Japan,7957.352832,1.630439781,1,3,1,Routine check completed; battery wear observed during diagnostics. quick fix low priority fault
MD04180,CT Scanner,10/6/2022,3,ScanPro,Model-450,UK,17579.95951,7.239433375,3,4,3,sensor misalignment caused operational delay; replacement initiated. reboot failed high priority failure
MD04580,X-Ray Machine,4/11/2016,9,UltraMed,Model-600,USA,9459.772027,4.782033188,5,3,2,System performance degraded due to software crash; mitigation via inspection. component issue device required inspection
MD01438,CT Scanner,11/3/2016,9,MedEquip,Model-400,Canada,7264.877385,10.80595967,4,3,2,sensor misalignment caused operational delay; replacement initiated. moderate delay average severity report
MD01758,Defibrillator,3/9/2023,2,MedEquip,Model-400,France,8152.61373,12.07749936,1,4,3,System performance degraded due to sensor misalignment; mitigation via firmware update. data loss hardware fault
MD05479,Infusion Pump,3/27/2015,10,RescueTech,Model-150,France,8399.724145,22.64988754,2,0,3,Routine check completed; sensor misalignment observed during diagnostics. data loss hardware fault
MD03943,Infusion Pump,5/9/2019,6,ScanPro,Model-250,Italy,15572.84923,3.31037556,1,1,3,Component component upgrade after detecting sensor misalignment; functionality restored. critical failure sensor replacement
MD02923,Defibrillator,11/17/2020,5,CardioSync,Model-400,Canada,19090.13541,11.42430978,1,4,3,Component system reset after detecting battery wear; functionality restored. reboot failed critical malfunction
MD04688,PET Scanner,11/5/2023,2,RescueTech,Model-150,Italy,6825.638005,4.842933909,5,1,2,Component software patch after detecting abnormal sound; functionality restored. reviewed logs average severity report
MD03516,X-Ray Machine,4/23/2023,2,CardioSync,Model-650,UK,7265.602113,3.178888841,3,3,1,Component inspection after detecting battery wear; functionality restored. quick fix log file cleared
MD03954,Infusion Pump,11/21/2016,9,MedEquip,Model-500,Canada,7695.334113,6.171767446,5,2,1,Component system reset after detecting data lag; functionality restored. log cleaned minor issue
MD00198,CT Scanner,10/4/2013,12,ImagingTech,Model-350,Japan,2282.171245,9.630629376,1,4,2,Component firmware update after detecting voltage spike; functionality restored. moderate delay average severity report
MD04486,Infusion Pump,7/4/2015,10,ScanPro,Model-600,Canada,6120.312924,3.667555354,2,2,1,Component recalibration after detecting overheating; functionality restored. software reset routine reset
MD03747,X-Ray Machine,1/28/2016,9,CardioSync,Model-350,UK,4102.992602,5.505390452,2,0,1,sensor misalignment caused operational delay; replacement initiated. quick fix minor issue
MD02571,X-Ray Machine,7/21/2016,9,ImagingTech,Model-100,Canada,5881.899347,6.334665429,2,2,1,Component system reset after detecting overheating; functionality restored. log cleaned log file cleared
MD02844,PET Scanner,1/26/2020,5,ScanPro,Model-400,Japan,11966.68872,15.19342154,2,1,2,sensor misalignment caused operational delay; replacement initiated. reviewed logs performance warning
MD01729,Defibrillator,12/18/2017,8,UltraMed,Model-350,Japan,3590.738993,5.583019976,5,2,1,circuit failure caused operational delay; replacement initiated. quick fix quick fix
MD05063,CT Scanner,7/25/2013,12,CardioSync,Model-100,USA,3572.359215,3.159091144,2,2,2,System performance degraded due to circuit failure; mitigation via inspection. reviewed logs moderate delay
MD03352,MRI Scanner,1/8/2020,5,MedEquip,Model-450,Canada,8656.124796,14.03034835,4,3,2,Component recalibration after detecting sensor misalignment; functionality restored. reviewed logs driver update applied
MD02758,Infusion Pump,7/12/2014,11,ScanPro,Model-200,UK,1486.762655,6.317219724,1,1,1,Routine check completed; battery wear observed during diagnostics. log cleaned routine reset
MD04943,MRI Scanner,5/15/2020,5,RescueTech,Model-350,UK,9711.86011,10.81654693,4,2,2,Routine check completed; abnormal sound observed during diagnostics. reviewed logs component review
MD02161,PET Scanner,6/28/2016,9,ImagingTech,Model-500,Italy,16676.30249,26.02001722,3,2,3,System performance degraded due to battery wear; mitigation via replacement. reboot failed system crash
MD02678,CT Scanner,8/19/2016,9,MedEquip,Model-300,UK,7536.404407,2.292536926,1,4,1,voltage spike caused operational delay; system reset initiated. log cleaned temporary glitch
MD04007,Infusion Pump,10/30/2021,4,ScanPro,Model-150,Japan,1062.180957,14.92418351,3,2,2,data lag caused operational delay; recalibration initiated. moderate delay device required inspection
MD04708,Defibrillator,2/2/2019,6,MedEquip,Model-150,Japan,1134.167384,2.588198562,2,1,1,Component inspection after detecting voltage spike; functionality restored. quick fix low priority fault
MD00521,X-Ray Machine,5/4/2015,10,MedEquip,Model-350,Japan,12510.74945,11.9064422,4,2,2,software crash caused operational delay; recalibration initiated. moderate delay performance warning
MD03350,Defibrillator,8/15/2014,11,CardioSync,Model-400,France,7641.964008,3.287009693,5,2,2,System performance degraded due to battery wear; mitigation via inspection. reviewed logs driver update applied
MD01157,Infusion Pump,4/8/2014,11,UltraMed,Model-500,Japan,7270.20731,9.256457804,4,2,1,System performance degraded due to abnormal sound; mitigation via firmware update. minor issue minor issue
MD04187,X-Ray Machine,5/20/2021,4,UltraMed,Model-450,UK,23255.45975,4.354118653,3,2,3,System performance degraded due to overheating; mitigation via software patch. reboot failed hardware fault
MD00466,CT Scanner,5/6/2022,3,ImagingTech,Model-600,France,6508.061664,11.37961621,2,1,2,System performance degraded due to battery wear; mitigation via firmware update. component issue driver update applied
MD00853,PET Scanner,4/28/2020,5,CardioSync,Model-500,USA,1101.568237,2.076899875,1,1,1,Component software patch after detecting overheating; functionality restored. software reset minor issue
MD00954,Infusion Pump,7/23/2013,12,ScanPro,Model-600,Canada,2795.858183,3.085746016,5,0,1,Routine check completed; battery wear observed during diagnostics. software reset quick fix
MD01128,PET Scanner,3/24/2022,3,RescueTech,Model-200,Canada,1634.683309,4.710450626,3,4,1,Routine check completed; data lag observed during diagnostics. quick fix quick fix
MD01759,CT Scanner,4/17/2015,10,UltraMed,Model-550,Canada,8567.810757,10.9066145,1,0,2,battery wear caused operational delay; component upgrade initiated. reviewed logs non-critical warning
MD01034,Infusion Pump,7/9/2018,7,UltraMed,Model-250,France,8473.050786,2.31768199,3,3,2,Component system reset after detecting overheating; functionality restored. driver update device required inspection
MD03804,MRI Scanner,12/2/2016,9,ImagingTech,Model-400,Italy,7588.665813,16.68921148,1,1,3,overheating caused operational delay; replacement initiated. sensor replaced system crash
MD02340,MRI Scanner,2/4/2016,9,RescueTech,Model-250,France,21615.8838,18.58325718,2,0,3,Routine check completed; battery wear observed during diagnostics. data loss urgent inspection needed
MD00213,Infusion Pump,10/3/2016,9,MedEquip,Model-550,Italy,30290.46924,21.6140838,4,2,3,overheating caused operational delay; firmware update initiated. critical failure hardware fault
MD00603,X-Ray Machine,2/6/2018,7,ImagingTech,Model-200,France,13447.47339,8.253003254,1,1,3,Component replacement after detecting circuit failure; functionality restored. sensor replaced urgent inspection needed
MD02270,MRI Scanner,4/19/2018,7,ScanPro,Model-350,Italy,12461.14504,20.21318133,1,2,3,Component software patch after detecting voltage spike; functionality restored. critical failure emergency shutdown
MD05443,PET Scanner,1/19/2017,8,CardioSync,Model-350,Japan,9208.065263,8.787467987,1,2,1,Routine check completed; voltage spike observed during diagnostics. minor issue stable condition
MD04656,X-Ray Machine,5/14/2013,12,RescueTech,Model-100,UK,12012.76476,13.87451427,3,1,3,Component component upgrade after detecting overheating; functionality restored. sensor replaced system crash
MD01468,X-Ray Machine,2/10/2023,2,CardioSync,Model-100,Japan,14315.09526,15.98358095,1,3,2,Routine check completed; data lag observed during diagnostics. moderate delay driver update applied
MD03186,CT Scanner,7/12/2021,4,ImagingTech,Model-650,USA,2010.054417,9.182544341,3,5,1,Routine check completed; abnormal sound observed during diagnostics. minor issue minor issue
MD03529,MRI Scanner,12/19/2017,8,CardioSync,Model-300,Japan,5222.493752,5.535018674,5,2,1,data lag caused operational delay; replacement initiated. software reset temporary glitch
MD03863,PET Scanner,3/3/2014,11,RescueTech,Model-600,Italy,4243.30995,7.572036871,4,0,1,System performance degraded due to sensor misalignment; mitigation via recalibration. software reset quick fix
MD02674,Defibrillator,2/26/2018,7,ScanPro,Model-650,Canada,13073.41148,16.26075901,2,1,2,Component component upgrade after detecting battery wear; functionality restored. component issue device required inspection
MD04132,MRI Scanner,2/10/2015,10,CardioSync,Model-200,UK,709.6964244,9.304327961,1,1,3,Component component upgrade after detecting battery wear; functionality restored. data loss hardware fault
MD03430,Defibrillator,12/25/2023,2,ImagingTech,Model-600,UK,4229.245874,7.98243054,5,3,3,Component recalibration after detecting data lag; functionality restored. critical failure critical malfunction
MD00585,X-Ray Machine,11/27/2015,10,RescueTech,Model-650,Canada,6283.975985,7.03351136,5,0,1,System performance degraded due to voltage spike; mitigation via inspection. quick fix temporary glitch
MD04717,X-Ray Machine,6/4/2013,12,UltraMed,Model-500,Japan,5050.998534,13.07082503,5,1,2,circuit failure caused operational delay; system reset initiated. moderate delay component review
MD03631,CT Scanner,7/26/2020,5,ImagingTech,Model-500,UK,13959.40385,6.587601343,2,1,2,Component replacement after detecting overheating; functionality restored. driver update non-critical warning
MD03230,Defibrillator,1/14/2019,6,ScanPro,Model-150,Canada,11422.01038,10.57043975,5,2,2,abnormal sound caused operational delay; firmware update initiated. driver update driver update applied
MD04196,MRI Scanner,10/29/2022,3,CardioSync,Model-150,UK,2247.595091,8.712583062,4,1,1,Component recalibration after detecting battery wear; functionality restored. quick fix temporary glitch
MD04722,X-Ray Machine,6/6/2020,5,ImagingTech,Model-150,UK,8017.905093,10.60129698,4,5,2,System performance degraded due to battery wear; mitigation via recalibration. moderate delay performance warning
MD01065,CT Scanner,10/1/2013,12,MedEquip,Model-250,France,8315.088194,4.512923734,4,5,2,Routine check completed; circuit failure observed during diagnostics. driver update performance warning
MD03953,PET Scanner,11/20/2022,3,UltraMed,Model-650,France,9043.642683,2.340419837,1,3,1,overheating caused operational delay; system reset initiated. log cleaned minor issue
MD04763,X-Ray Machine,5/17/2018,7,MedEquip,Model-600,Japan,6893.106446,7.538649653,2,5,3,software crash caused operational delay; recalibration initiated. sensor replaced system crash
MD01379,Infusion Pump,12/1/2016,9,UltraMed,Model-400,Canada,17767.24684,13.50920562,3,2,3,circuit failure caused operational delay; inspection initiated. critical failure system crash
MD01942,CT Scanner,11/9/2015,10,ScanPro,Model-550,USA,3212.154778,6.093917533,4,2,1,System performance degraded due to software crash; mitigation via recalibration. quick fix quick fix
MD03911,X-Ray Machine,5/19/2023,2,MedEquip,Model-350,France,12870.77863,19.78229206,2,2,3,Component component upgrade after detecting sensor misalignment; functionality restored. data loss emergency shutdown
MD05396,MRI Scanner,12/30/2023,2,UltraMed,Model-350,Italy,3587.254572,3.911139927,2,0,2,abnormal sound caused operational delay; software patch initiated. driver update moderate delay
MD01281,X-Ray Machine,1/3/2020,5,RescueTech,Model-250,UK,6804.968012,5.907519072,3,3,1,Component recalibration after detecting sensor misalignment; functionality restored. log cleaned log file cleared
MD00833,X-Ray Machine,10/21/2019,6,MedEquip,Model-350,Japan,-333.1146896,17.32500452,2,4,2,Component replacement after detecting data lag; functionality restored. moderate delay performance warning
MD01193,PET Scanner,6/24/2023,2,ScanPro,Model-250,Canada,15792.09815,14.97034218,1,1,3,System performance degraded due to battery wear; mitigation via replacement. critical failure urgent inspection needed
MD03737,Infusion Pump,3/8/2019,6,RescueTech,Model-550,Canada,2202.831427,6.305221639,2,1,1,Routine check completed; abnormal sound observed during diagnostics. log cleaned temporary glitch
MD05293,X-Ray Machine,11/23/2017,8,ImagingTech,Model-650,France,1318.039133,2.469660371,1,1,1,Routine check completed; data lag observed during diagnostics. software reset quick fix
MD00034,CT Scanner,7/25/2019,6,ScanPro,Model-600,USA,13143.292,12.46980493,1,1,3,sensor misalignment caused operational delay; component upgrade initiated. critical failure sensor replacement
MD03181,PET Scanner,9/20/2014,11,ScanPro,Model-550,UK,14929.85157,12.99082598,3,0,3,Routine check completed; overheating observed during diagnostics. data loss emergency shutdown
MD00587,MRI Scanner,10/26/2018,7,UltraMed,Model-250,France,9779.945354,14.74178444,3,4,2,Routine check completed; voltage spike observed during diagnostics. reviewed logs non-critical warning
MD01038,Infusion Pump,11/14/2014,11,CardioSync,Model-150,Japan,8025.776621,11.3059459,4,5,2,voltage spike caused operational delay; replacement initiated. driver update moderate delay
MD03291,Infusion Pump,2/9/2017,8,CardioSync,Model-400,France,6200.058032,10.50665727,2,2,1,Routine check completed; voltage spike observed during diagnostics. log cleaned log file cleared
MD00588,X-Ray Machine,1/7/2023,2,ImagingTech,Model-150,Japan,7503.398297,12.63730678,2,1,2,circuit failure caused operational delay; replacement initiated. moderate delay device required inspection
MD01099,PET Scanner,12/5/2020,5,MedEquip,Model-250,Canada,22867.25843,3.413240059,1,3,3,Routine check completed; battery wear observed during diagnostics. sensor replaced emergency shutdown
MD04119,MRI Scanner,11/9/2015,10,ScanPro,Model-650,USA,6308.14237,8.518958421,4,0,3,battery wear caused operational delay; system reset initiated. critical failure sensor replacement
MD01235,X-Ray Machine,4/21/2016,9,RescueTech,Model-600,France,20744.29281,20.62691853,2,3,3,System performance degraded due to circuit failure; mitigation via component upgrade. reboot failed system crash
MD00807,Infusion Pump,2/21/2021,4,ImagingTech,Model-200,Canada,6351.087226,6.368632917,3,4,3,System performance degraded due to software crash; mitigation via firmware update. data loss hardware fault
MD03211,X-Ray Machine,5/8/2017,8,CardioSync,Model-400,Japan,5430.50206,1.709947182,4,1,1,Routine check completed; voltage spike observed during diagnostics. log cleaned log file cleared
MD02816,CT Scanner,2/27/2019,6,UltraMed,Model-600,UK,8552.21111,7.038796671,1,2,1,Routine check completed; sensor misalignment observed during diagnostics. software reset routine reset
MD03420,MRI Scanner,12/23/2023,2,MedEquip,Model-400,Italy,12874.48972,28.35167246,2,2,3,Routine check completed; software crash observed during diagnostics. critical failure emergency shutdown
MD01214,Defibrillator,12/10/2015,10,MedEquip,Model-650,Italy,23547.07548,30.08920337,3,3,3,System performance degraded due to circuit failure; mitigation via replacement. reboot failed critical failure
MD01981,Defibrillator,7/20/2022,3,ImagingTech,Model-550,UK,6949.816697,12.83560302,1,0,2,Routine check completed; circuit failure observed during diagnostics. reviewed logs device required inspection
MD02929,Infusion Pump,4/25/2020,5,ImagingTech,Model-400,Italy,1140.161198,17.51585722,3,4,2,circuit failure caused operational delay; system reset initiated. driver update driver update applied
MD01490,Defibrillator,7/12/2013,12,RescueTech,Model-600,Italy,-167.1200672,5.367822206,5,1,1,Component replacement after detecting circuit failure; functionality restored. minor issue quick fix
MD04282,X-Ray Machine,3/28/2021,4,MedEquip,Model-150,USA,6691.5324,5.048981717,5,3,2,System performance degraded due to battery wear; mitigation via replacement. component issue component review
MD03895,PET Scanner,10/27/2022,3,ScanPro,Model-550,France,-172.8265762,12.5129744,2,1,2,Component replacement after detecting software crash; functionality restored. component issue component review
MD00432,Infusion Pump,12/17/2018,7,CardioSync,Model-550,Canada,2501.016105,8.185018683,1,2,1,System performance degraded due to overheating; mitigation via system reset. quick fix low priority fault
MD05186,CT Scanner,4/30/2021,4,ImagingTech,Model-450,UK,3381.888942,7.828562717,2,3,1,Component component upgrade after detecting overheating; functionality restored. quick fix stable condition
MD03162,X-Ray Machine,6/5/2022,3,ImagingTech,Model-400,UK,2928.05427,10.72022177,2,3,2,Component component upgrade after detecting circuit failure; functionality restored. driver update average severity report
MD01902,CT Scanner,10/9/2016,9,UltraMed,Model-300,Italy,19818.86689,20.16366286,4,1,3,Component inspection after detecting software crash; functionality restored. sensor replaced emergency shutdown
MD02450,Defibrillator,8/12/2015,10,CardioSync,Model-600,USA,1990.7454,10.39491678,3,1,3,Component component upgrade after detecting circuit failure; functionality restored. sensor replaced sensor replacement
MD05093,MRI Scanner,2/10/2024,1,RescueTech,Model-200,UK,3338.865842,2.815728826,3,1,2,Component firmware update after detecting battery wear; functionality restored. moderate delay non-critical warning
MD04855,X-Ray Machine,10/9/2015,10,CardioSync,Model-250,USA,9373.642219,9.527964729,4,3,2,Component component upgrade after detecting abnormal sound; functionality restored. reviewed logs average severity report
MD05437,CT Scanner,1/24/2017,8,UltraMed,Model-200,France,5957.723509,6.583605708,1,0,2,System performance degraded due to sensor misalignment; mitigation via inspection. driver update component review
MD01657,Defibrillator,9/11/2020,5,RescueTech,Model-500,Canada,10507.73287,6.155334585,1,1,2,Routine check completed; software crash observed during diagnostics. driver update performance warning
MD03812,Defibrillator,11/9/2021,4,RescueTech,Model-500,Italy,6882.67523,9.736961421,4,3,2,Routine check completed; abnormal sound observed during diagnostics. component issue driver update applied
MD01579,MRI Scanner,3/25/2024,1,CardioSync,Model-150,Canada,494.8600183,5.206248145,3,1,1,data lag caused operational delay; software patch initiated. minor issue low priority fault
MD01119,Defibrillator,5/15/2022,3,CardioSync,Model-500,Italy,4588.938831,8.495433476,2,2,2,overheating caused operational delay; software patch initiated. driver update average severity report
MD02775,PET Scanner,1/10/2019,6,ImagingTech,Model-300,UK,5675.005252,5.715633441,3,2,1,data lag caused operational delay; recalibration initiated. log cleaned stable condition
MD03663,CT Scanner,3/6/2021,4,ImagingTech,Model-150,USA,9029.052506,9.004816448,4,1,2,overheating caused operational delay; software patch initiated. reviewed logs performance warning
MD03969,CT Scanner,4/8/2015,10,ScanPro,Model-350,France,8007.60004,30.71268532,4,3,3,Component inspection after detecting sensor misalignment; functionality restored. data loss critical malfunction
MD00726,PET Scanner,4/28/2016,9,CardioSync,Model-300,Italy,1990.648747,18.1039748,5,3,2,overheating caused operational delay; component upgrade initiated. moderate delay driver update applied
MD01154,X-Ray Machine,7/6/2016,9,ImagingTech,Model-100,Canada,2839.041984,18.40166799,4,3,2,Routine check completed; sensor misalignment observed during diagnostics. reviewed logs non-critical warning
MD04761,CT Scanner,9/10/2014,11,CardioSync,Model-150,UK,5620.618934,20.61425468,1,1,3,Routine check completed; abnormal sound observed during diagnostics. data loss critical failure
MD01603,X-Ray Machine,7/6/2016,9,ScanPro,Model-100,Italy,27166.12949,22.54955443,4,2,3,Routine check completed; overheating observed during diagnostics. critical failure urgent inspection needed
MD00048,PET Scanner,8/1/2022,3,MedEquip,Model-650,France,3171.347369,14.17840592,2,2,2,Component inspection after detecting battery wear; functionality restored. component issue average severity report
MD01096,X-Ray Machine,11/18/2014,11,RescueTech,Model-450,USA,2395.044829,5.886475692,4,0,1,System performance degraded due to abnormal sound; mitigation via recalibration. log cleaned quick fix
MD00850,Infusion Pump,10/21/2022,3,MedEquip,Model-150,Canada,13944.22129,9.924497599,1,4,3,circuit failure caused operational delay; firmware update initiated. sensor replaced critical malfunction
MD00407,Infusion Pump,2/21/2015,10,MedEquip,Model-150,Italy,26168.73191,30.10503192,2,2,3,System performance degraded due to battery wear; mitigation via firmware update. critical failure high priority failure
MD02899,X-Ray Machine,6/16/2016,9,ScanPro,Model-350,Italy,10328.03319,4.963045087,3,3,2,Component component upgrade after detecting voltage spike; functionality restored. moderate delay component review
MD01171,Defibrillator,4/2/2016,9,RescueTech,Model-500,France,8203.434466,16.67064708,2,1,2,Routine check completed; circuit failure observed during diagnostics. driver update driver update applied
MD03398,CT Scanner,8/10/2018,7,MedEquip,Model-450,Canada,3737.224565,11.08674435,5,3,1,Component component upgrade after detecting voltage spike; functionality restored. software reset temporary glitch
MD03527,MRI Scanner,9/28/2021,4,CardioSync,Model-500,Italy,15194.36339,16.64206118,4,3,3,Component system reset after detecting sensor misalignment; functionality restored. critical failure critical failure
MD05353,X-Ray Machine,7/10/2013,12,ScanPro,Model-650,Canada,10445.34841,6.157108501,3,1,3,data lag caused operational delay; replacement initiated. sensor replaced critical failure
MD04030,Infusion Pump,4/29/2016,9,ImagingTech,Model-150,USA,10007.75557,13.20414031,1,5,2,data lag caused operational delay; replacement initiated. moderate delay performance warning
MD00671,MRI Scanner,3/6/2023,2,RescueTech,Model-500,France,11403.63932,6.555948199,1,5,2,Routine check completed; data lag observed during diagnostics. reviewed logs performance warning
MD00044,Defibrillator,12/8/2023,2,RescueTech,Model-550,Japan,-2424.538884,5.207191541,3,1,2,voltage spike caused operational delay; replacement initiated. reviewed logs component review
MD03482,Defibrillator,2/17/2022,3,UltraMed,Model-250,Italy,4484.902549,3.319394486,5,1,1,Component system reset after detecting voltage spike; functionality restored. quick fix log file cleared
MD00146,CT Scanner,9/20/2020,5,UltraMed,Model-100,Japan,5294.41057,4.876671984,4,1,2,System performance degraded due to data lag; mitigation via inspection. moderate delay device required inspection
MD04392,Defibrillator,1/10/2019,6,ImagingTech,Model-300,Italy,11934.1667,15.89862139,5,2,2,Component component upgrade after detecting battery wear; functionality restored. moderate delay moderate delay
MD04045,PET Scanner,5/11/2018,7,ScanPro,Model-500,USA,5226.746169,3.334202926,4,4,1,Routine check completed; overheating observed during diagnostics. minor issue temporary glitch
MD02691,X-Ray Machine,9/20/2019,6,UltraMed,Model-650,Japan,8307.656891,4.013790292,1,2,3,Routine check completed; software crash observed during diagnostics. critical failure critical malfunction
MD03470,Infusion Pump,9/6/2023,2,MedEquip,Model-650,France,3367.511762,5.91998766,1,2,1,Routine check completed; software crash observed during diagnostics. minor issue log file cleared
MD00267,CT Scanner,10/22/2023,2,RescueTech,Model-450,Japan,8114.667733,10.36707121,1,1,2,Component component upgrade after detecting abnormal sound; functionality restored. component issue device required inspection
MD05168,MRI Scanner,12/13/2016,9,MedEquip,Model-100,France,15900.75854,11.40279793,4,0,3,Component component upgrade after detecting circuit failure; functionality restored. critical failure sensor replacement
MD01341,MRI Scanner,4/19/2019,6,CardioSync,Model-200,Italy,7314.274002,3.238559565,5,6,2,System performance degraded due to abnormal sound; mitigation via firmware update. driver update non-critical warning
MD00903,X-Ray Machine,6/26/2014,11,ScanPro,Model-550,France,4494.204957,2.106762333,3,3,1,System performance degraded due to sensor misalignment; mitigation via recalibration. software reset quick fix
MD00324,Defibrillator,1/6/2018,7,ImagingTech,Model-650,UK,6050.118275,10.96458861,2,3,1,battery wear caused operational delay; software patch initiated. minor issue stable condition
MD05002,Defibrillator,2/9/2020,5,RescueTech,Model-250,Italy,4510.433287,11.30375042,5,4,1,Component software patch after detecting voltage spike; functionality restored. log cleaned low priority fault
MD02655,Defibrillator,8/18/2014,11,UltraMed,Model-550,USA,5995.107907,9.005603749,1,2,2,data lag caused operational delay; replacement initiated. driver update performance warning
MD01851,X-Ray Machine,5/28/2016,9,UltraMed,Model-300,UK,15901.92977,20.70958854,5,2,3,Routine check completed; circuit failure observed during diagnostics. critical failure hardware fault
MD03239,PET Scanner,12/11/2020,5,ScanPro,Model-100,USA,4288.157906,8.445071029,5,0,1,Routine check completed; abnormal sound observed during diagnostics. log cleaned low priority fault
MD02649,CT Scanner,9/14/2015,10,ScanPro,Model-400,USA,15540.47927,13.43639666,4,1,3,circuit failure caused operational delay; replacement initiated. sensor replaced emergency shutdown
MD05256,Defibrillator,11/15/2020,5,ScanPro,Model-250,Italy,7666.567763,3.418095344,2,1,1,data lag caused operational delay; replacement initiated. minor issue temporary glitch
MD04421,Infusion Pump,5/4/2020,5,RescueTech,Model-300,France,3014.111436,7.018106015,5,4,1,Component system reset after detecting abnormal sound; functionality restored. minor issue system check passed
MD04455,Infusion Pump,12/12/2023,2,ImagingTech,Model-400,Italy,6269.742582,6.324874087,4,4,1,sensor misalignment caused operational delay; replacement initiated. log cleaned temporary glitch
MD00706,Defibrillator,11/12/2018,7,UltraMed,Model-650,Japan,2929.754135,13.37440068,5,1,2,software crash caused operational delay; component upgrade initiated. reviewed logs performance warning
MD02397,X-Ray Machine,10/10/2020,5,UltraMed,Model-400,Italy,8465.876495,9.791799604,2,1,3,Routine check completed; battery wear observed during diagnostics. data loss emergency shutdown
MD02140,Infusion Pump,11/23/2016,9,ImagingTech,Model-650,UK,7292.425205,6.624345121,3,3,1,System performance degraded due to overheating; mitigation via recalibration. log cleaned temporary glitch
MD03983,X-Ray Machine,9/27/2014,11,CardioSync,Model-250,Canada,4934.468483,27.969749,3,2,3,abnormal sound caused operational delay; inspection initiated. reboot failed critical malfunction
MD01440,X-Ray Machine,5/9/2013,12,CardioSync,Model-400,Italy,1359.040903,10.42246267,2,1,1,Routine check completed; overheating observed during diagnostics. quick fix routine reset
MD02082,Defibrillator,4/5/2018,7,ScanPro,Model-600,France,5504.148407,2.001446077,2,2,1,overheating caused operational delay; recalibration initiated. log cleaned low priority fault
MD01574,X-Ray Machine,5/19/2020,5,MedEquip,Model-400,Japan,9254.961678,29.42289946,1,3,3,System performance degraded due to data lag; mitigation via replacement. critical failure sensor replacement
MD01053,CT Scanner,11/17/2023,2,RescueTech,Model-200,UK,5169.684718,7.311241272,2,2,1,Component system reset after detecting software crash; functionality restored. minor issue minor issue
MD05486,X-Ray Machine,12/20/2013,12,RescueTech,Model-600,France,3541.581554,28.89755002,2,4,3,Routine check completed; overheating observed during diagnostics. reboot failed sensor replacement
MD05005,X-Ray Machine,2/8/2014,11,ScanPro,Model-150,Japan,9734.88292,15.70562805,1,0,3,Routine check completed; battery wear observed during diagnostics. reboot failed critical failure
MD01655,PET Scanner,7/14/2018,7,CardioSync,Model-600,Italy,7658.270299,5.705040805,4,2,1,Component recalibration after detecting overheating; functionality restored. log cleaned system check passed
